event_uid,dataset_version,subject,session_stamp,anchor_time_rel_s,event_type,event_level,road_type_anchor,n_window_samples,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000092690,vehicle_instability_highconf_v0_1,zxy,2025_09_28_15_57_38,92.69,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000128180,vehicle_instability_highconf_v0_1,zxy,2025_09_28_15_57_38,128.18,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350,vehicle_instability_highconf_v0_1,zxy,2025_09_28_15_57_38,182.35,instability_ay_roll,strong_active,curve,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000084280,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,84.28,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000091545,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,91.545,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000193270,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,193.27,instability_ay_roll,extreme_active,curve,3,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000223400,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,223.4,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000257260,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,257.26,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000268425,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,268.425,instability_ay_roll,strong_active,curve,3,test,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000299920,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,299.92,instability_ay_roll,extreme_active,curve,3,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,349.23,instability_ay_roll,extreme_active,curve,3,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_01_55,377.385,instability_ay_roll,extreme_active,curve,3,test,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_12_11,90.925,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000137440,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_12_11,137.44,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_12_11,283.05,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_12_11,387.335,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000583615,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_12_11,583.615,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000075720,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_25_51,75.72,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000121595,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_25_51,121.595,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000164340,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_25_51,164.34,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000254260,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_25_51,254.26,instability_ay_roll,medium_active,curve,3,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000417935,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_25_51,417.935,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000433375,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_25_51,433.375,instability_ay_roll,weak,straight,3,val,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000096695,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,96.695,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000141250,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,141.25,instability_ay_roll,strong_active,straight,3,test,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000185120,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,185.12,instability_ay_roll,extreme_active,straight,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000460020,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,460.02,instability_ay_only,medium_active,curve,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,467.085,instability_roll_only,strong_active,curve,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000471085,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,471.085,instability_ay_roll,extreme_active,curve,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000691590,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,691.59,instability_ay_roll,strong_active,curve,3,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000785960,vehicle_instability_highconf_v0_1,zxy,2025_09_28_16_35_30,785.96,instability_ay_roll,strong_active,curve,3,train,test,train
