event_uid,subject,session_stamp,anchor_source,phase_type,event_level,sample_row_count,random_event_split,session_level_split,subject_level_split,normalization_protocol
old_v400_context__tyy__2025_09_28_14_57_17__00044,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,medium_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00045,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,strong_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00046,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00047,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00048,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00049,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00050,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,primary,weak,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00051,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,extreme_active,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00052,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00053,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00054,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,primary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00055,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00056,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,primary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__tyy__2025_09_28_14_57_17__00057,tyy,2025_09_28_14_57_17,old_v400_context_trigger_idx,secondary,medium_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00001,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00002,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00003,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00004,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00005,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00006,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00007,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00008,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00009,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00010,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00011,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00012,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00013,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00014,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00015,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00016,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00017,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00018,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00019,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00020,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00021,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00022,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,medium,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00023,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00024,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00025,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00026,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00027,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00028,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,weak,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00029,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00030,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00031,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00032,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00033,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00034,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,strong,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__tyy__2025_09_28_14_57_17__00035,tyy,2025_09_28_14_57_17,raw_vehicle_dynamic_onset,candidate,medium,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__xst__2025_09_26_11_34_18__00001,xst,2025_09_26_11_34_18,raw_road_curvature_onset,candidate,extreme,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__xst__2025_09_26_11_34_18__00002,xst,2025_09_26_11_34_18,raw_road_curvature_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__xst__2025_09_26_11_34_18__00003,xst,2025_09_26_11_34_18,raw_road_curvature_onset,candidate,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__xst__2025_09_26_11_34_18__00004,xst,2025_09_26_11_34_18,raw_road_curvature_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__xst__2025_09_26_11_34_18__00005,xst,2025_09_26_11_34_18,raw_road_curvature_onset,candidate,extreme,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00001,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00002,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00003,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00004,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00005,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00006,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00007,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,strong_active,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00008,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00009,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00010,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00011,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,strong_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00012,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00013,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00014,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,extreme_active,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00015,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00016,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,medium_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00017,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,strong_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00018,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00019,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,strong_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00020,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00021,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00022,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00023,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00024,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00025,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00026,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00027,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00028,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00029,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00030,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00031,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00032,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,strong_active,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00033,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00034,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,secondary,weak,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__xst__2025_09_26_11_34_18__00035,xst,2025_09_26_11_34_18,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
